Title,manifest_url,canvas_number,image_url,City,Country,wkt,Date,Month,Year,Journal Type,notice,pre_1900,gender (M/F/NA),photographic? (yes/no),"vêtement (chair, costume, accessoire)","altérité (distance, performance, normatif)",bugs (x si pas sûr que léopard),tags
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k65398869/manifest.json,76,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k65398869/f77/104,2803,418,868/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.05.1936,5,1936,,,no,NA,yes,accessoire,normatif,,
Le Petit Marseillais (1868),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4919347g/manifest.json,3,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4919347g/f4/5028,3802,566,1614/full/0/default.jpg",Marseille,France,POINT(5.3763888888889 43.296666666667),13.05.1936,5,1936,News,,no,M,no,chair,performance,,
Le Petit Marseillais (1868),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k49193499/manifest.json,3,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k49193499/f4/2248,4009,625,1621/full/0/default.jpg",Marseille,France,POINT(5.3763888888889 43.296666666667),15.05.1936,5,1936,News,,no,M,no,chair,performance,,
Le Petit Marseillais (1868),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4919350z/manifest.json,3,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4919350z/f4/2325,4186,610,1606/full/0/default.jpg",Marseille,France,POINT(5.3763888888889 43.296666666667),16.05.1936,5,1936,News,,no,M,no,chair,performance,,
Ève (Paris. 1920),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k66624091/manifest.json,6,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k66624091/f7/328,443,2131,1669/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),17.05.1936,5,1936,,,no,F,yes,costume,normatif,,
Le Petit Marseillais (1868),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4919351c/manifest.json,3,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4919351c/f4/2242,4097,610,1616/full/0/default.jpg",Marseille,France,POINT(5.3763888888889 43.296666666667),17.05.1936,5,1936,News,,no,M,no,chair,normatif,,
Le Figaro (Paris. 1854),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4091823/manifest.json,5,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4091823/f6/2377,3107,1049,1861/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),16.07.1936,7,1936,News,,no,F,yes,costume,normatif,,
Le Figaro (Paris. 1854),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4092319/manifest.json,5,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4092319/f6/130,2862,623,1829/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),03.09.1936,9,1936,News,,no,F,no,costume,normatif,,
Le Figaro (Paris. 1854),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k409252c/manifest.json,1,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k409252c/f2/207,5750,1274,982/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),24.09.1936,9,1936,News,,no,F,yes,accessoire,normatif,,
Midinette,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k57206484/manifest.json,28,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k57206484/f29/78,311,666,1098/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),25.09.1936,9,1936,,,no,F,yes,costume,normatif,,
Midinette,https://gallica.bnf.fr/iiif/ark:/12148/bd6t51039363/manifest.json,28,"https://gallica.bnf.fr/iiif/ark:/12148/bd6t51039363/f29/422,556,908,1536/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),25.09.1936,9,1936,,,no,F,yes,costume,normatif,,duplicate
L'Action française (Paris. 1908),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k7664786/manifest.json,4,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k7664786/f5/286,1018,519,1075/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),06.10.1936,10,1936,Politics,,no,F,no,costume,normatif,,
Le Golf (Paris.1925),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k8651380t/manifest.json,18,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k8651380t/f19/1981,843,2484,3540/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),15.10.1936,10,1936,,,no,F,yes,costume,normatif,,
Le Petit Marseillais (1868),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4919512z/manifest.json,4,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4919512z/f5/376,1410,2723,2694/full/0/default.jpg",Marseille,France,POINT(5.3763888888889 43.296666666667),28.10.1936,10,1936,News,,no,F,yes,costume,normatif,,
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6540496s/manifest.json,26,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6540496s/f27/309,4178,1173,461/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.11.1936,11,1936,,,no,F,no,accessoire,normatif,,
National Geographic Society,https://iiif.unige.ch/dhportal/ug615661/manifest,73,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/fe25d32027b61bc6045e0c634e2f28cca4464516.pdf;74/88,292,1749,2325/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.11.1936,11,1936,Geography,,no,M,yes,chair,distance,,
National Geographic Society,https://iiif.unige.ch/dhportal/ug615661/manifest,80,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/fe25d32027b61bc6045e0c634e2f28cca4464516.pdf;81/163,280,1729,1143/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.11.1936,11,1936,Geography,,no,M,yes,chair,distance,,
The daily independent.,https://iiif.unige.ch/dhportal/ug22092031/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug24056328/full/full/0/default.jpg,Elizabeth City,United States of America,POINT(-76.225 36.295555555556),07.11.1936,11,1936,News,,no,M,no,chair,performance,,
Le Figaro (Paris. 1854),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k409315f/manifest.json,8,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k409315f/f9/1368,3121,1069,1728/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),26.11.1936,11,1936,News,,no,F,yes,costume,normatif,,
Le Figaro (Paris. 1854),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4093176/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4093176/f1/1498,5649,1913,1189/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),28.11.1936,11,1936,News,,no,F,yes,costume,normatif,,
Excelsior (Paris. 1910),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k46097703/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k46097703/f1/3149,4886,1523,1507/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),30.11.1936,11,1936,News,,no,F,yes,costume,normatif,,
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k65404976/manifest.json,7,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k65404976/f8/2167,2574,1362,1778/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.12.1936,12,1936,,,no,F,yes,costume,normatif,,
Current History & Forum,https://iiif.archivelab.org/iiif/sim_current-history-forum_1936-12_45_3/manifest.json,24,"https://iiif.archivelab.org/iiif/sim_current-history-forum_1936-12_45_3$24/68,1000,2116,2812/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.12.1936,12,1936,History,,no,F,yes,chair,performance,,
Vénus (Paris.1935),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3292668t/manifest.json,5,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3292668t/f6/387,1468,940,944/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.12.1936,12,1936,,,no,F,yes,chair,performance,,
Vénus (Paris.1935),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3292668t/manifest.json,5,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3292668t/f6/1880,3881,467,612/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.12.1936,12,1936,,,no,F,yes,chair,performance,,
Le Monde colonial illustré,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k97432467/manifest.json,419,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k97432467/f420/3399,258,921,2027/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.01.1937,na,1937,,,no,F,yes,costume,normatif,,
Le Monde colonial illustré,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k97432467/manifest.json,435,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k97432467/f436/3382,443,928,1494/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.01.1937,na,1937,,,no,F,yes,costume,normatif,,
L'Amour de l'art (1920),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4226205f/manifest.json,107,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4226205f/f108/979,3113,1659,1245/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.01.1937,na,1937,Modern Art Journal,,no,M,no,chair,performance,,
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9362453/manifest.json,529,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9362453/f530/2155,2762,1502,1814/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.01.1937,na,1937,,,no,NA,yes,accessoire,normatif,,
Candide (Paris. 1924),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k46894634/manifest.json,17,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k46894634/f18/5408,724,810,1884/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),07.01.1937,1,1937,,,no,F,yes,costume,normatif,,
Le Journal (Paris. 1892),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k7635036v/manifest.json,5,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k7635036v/f6/5813,5112,579,1329/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),20.01.1937,1,1937,News,,no,F,yes,costume,normatif,,
Le Jour (1933),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2592862j/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2592862j/f1/5428,1239,1216,1175/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),21.01.1937,1,1937,,,no,F,yes,costume,normatif,,
Ève (Paris. 1920),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6662445w/manifest.json,12,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6662445w/f13/2375,4077,952,1846/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),24.01.1937,1,1937,,,no,F,yes,costume,normatif,,
Cosmopolitan 1937-02: Vol 102 Iss 2,https://iiif.archive.org/iiif/sim_cosmopolitan_1937-02_102_2/manifest.json,102,"https://iiif.archive.org/image/iiif/3/sim_cosmopolitan_1937-02_102_2%2fsim_cosmopolitan_1937-02_102_2_jp2.zip%2fsim_cosmopolitan_1937-02_102_2_jp2%2fsim_cosmopolitan_1937-02_102_2_0102.jp2/1093,400,1602,1609/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.02.1937,2,1937,Fashion,,no,F,yes,costume,normatif,,
Cosmopolitan 1937-02: Vol 102 Iss 2,https://iiif.archive.org/iiif/sim_cosmopolitan_1937-02_102_2/manifest.json,102,"https://iiif.archive.org/image/iiif/3/sim_cosmopolitan_1937-02_102_2%2fsim_cosmopolitan_1937-02_102_2_jp2.zip%2fsim_cosmopolitan_1937-02_102_2_jp2%2fsim_cosmopolitan_1937-02_102_2_0102.jp2/1095,2040,1595,872/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.02.1937,2,1937,Fashion,,no,F,yes,costume,normatif,,
Séduction (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9777256/manifest.json,15,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9777256/f16/90,57,5411,4114/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),13.03.1937,3,1937,,,no,F,yes,accessoire,performance,,
Séduction (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9777256/manifest.json,15,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9777256/f16/3538,61,1980,2032/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),13.03.1937,3,1937,,,no,F,yes,accessoire,performance,,
La Revue de l'art ancien et moderne,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5780534d/manifest.json,347,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5780534d/f348/293,455,824,1058/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.04.1937,4,1937,Art History,,no,F,no,costume,performance,,
Le Figaro (Paris. 1854),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4095139/manifest.json,3,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4095139/f4/3569,411,1244,1695/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),09.06.1937,6,1937,News,,no,F,yes,costume,normatif,,
Le Petit journal illustré (Paris. 1920),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k718307f/manifest.json,7,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k718307f/f8/5550,59,517,1108/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),04.07.1937,7,1937,,,no,F,yes,costume,normatif,,
Midinette,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k55613414/manifest.json,6,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k55613414/f7/134,1746,470,747/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),06.08.1937,8,1937,,,no,F,yes,costume,normatif,,
Midinette,https://gallica.bnf.fr/iiif/ark:/12148/bd6t51038417/manifest.json,6,"https://gallica.bnf.fr/iiif/ark:/12148/bd6t51038417/f7/247,2448,615,1009/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),06.08.1937,8,1937,,,no,F,yes,costume,normatif,,
Midinette,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k55613414/manifest.json,6,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k55613414/f7/669,1083,922,703/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),06.08.1937,8,1937,,,no,F,yes,costume,normatif,,
Midinette,https://gallica.bnf.fr/iiif/ark:/12148/bd6t51038417/manifest.json,6,"https://gallica.bnf.fr/iiif/ark:/12148/bd6t51038417/f7/955,1546,1239,957/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),06.08.1937,8,1937,,,no,F,yes,costume,normatif,,
Je suis partout,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1712235n/manifest.json,9,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1712235n/f10/4587,7057,1859,1773/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),20.08.1937,8,1937,,,no,F,no,costume,normatif,,
Excelsior (Paris. 1910),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k46111235/manifest.json,3,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k46111235/f4/5223,608,1530,2513/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),22.09.1937,9,1937,News,,no,F,yes,costume,normatif,,
Séduction (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k977749d/manifest.json,19,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k977749d/f20/153,83,2456,2278/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),25.09.1937,9,1937,,,no,F,no,costume,performance,,
La Bourgogne républicaine (Dijon),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2934481f/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2934481f/f1/3578,3656,1289,1608/full/0/default.jpg",Dijon,France,POINT(5.0419444444444 47.323055555556),10.10.1937,10,1937,,,no,F,yes,costume,normatif,,
Séduction (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k977753g/manifest.json,28,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k977753g/f29/147,2199,1350,1907/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),23.10.1937,10,1937,,,no,F,yes,chair,performance,,
Beaux-arts (1923),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3682966q/manifest.json,6,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3682966q/f7/1359,3282,1519,1903/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),12.11.1937,11,1937,,,no,F,no,costume,performance,,
Le Figaro (Paris. 1854),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k409684d/manifest.json,8,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k409684d/f9/1569,5220,944,1620/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),25.11.1937,11,1937,News,,no,F,yes,costume,normatif,,
Le Risque (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3252997g/manifest.json,3,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3252997g/f4/316,356,1402,1865/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),25.11.1937,11,1937,,,no,F,yes,costume,normatif,,
La Bourgogne républicaine (Dijon),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k29345752/manifest.json,2,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k29345752/f3/2841,5044,1405,1424/full/0/default.jpg",Dijon,France,POINT(5.0419444444444 47.323055555556),12.01.1938,1,1938,,,no,F,yes,costume,normatif,,
Marie-Claire (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4701161t/manifest.json,24,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4701161t/f25/214,1415,529,1032/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),04.02.1938,2,1938,,,no,F,yes,costume,normatif,,
The times-news. [volume],https://iiif.unige.ch/dhportal/ug19243639/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug19359037/full/full/0/default.jpg,Hendersonville,United States of America,POINT(-82.461666666667 35.320555555556),12.03.1938,3,1938,News,,no,F,yes,costume,normatif,,
Le Golf (Paris.1925),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k86513565/manifest.json,16,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k86513565/f17/529,741,3518,4744/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),15.04.1938,4,1938,,,no,F,yes,costume,normatif,,
"Le Monde illustré, Miroir du monde",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6204722x/manifest.json,16,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6204722x/f17/1649,62,2833,2807/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),16.04.1938,4,1938,,,no,F,yes,costume,performance,,
Le Journal (Paris. 1892),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k7632388p/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k7632388p/f1/257,7424,1138,1629/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),05.08.1938,8,1938,News,,no,F,yes,costume,normatif,,
Le Journal des étrangers (Cannes),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k45264565/manifest.json,6,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k45264565/f7/307,557,1767,3069/full/0/default.jpg",Cannes,France,POINT(7.0213888888889 43.5525),01.09.1938,9,1938,Worldliness,,no,F,yes,costume,normatif,,
Le Golf (Paris.1925),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k86513602/manifest.json,16,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k86513602/f17/576,1016,3623,4914/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.11.1938,11,1938,,,no,F,yes,costume,normatif,,
Le Figaro (Paris. 1854),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k410037q/manifest.json,6,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k410037q/f7/3717,573,1161,1852/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),10.11.1938,11,1938,News,,no,F,yes,costume,normatif,,
Le Jour (1933),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k25914957/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k25914957/f1/5009,4267,784,1258/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),11.11.1938,11,1938,,,no,F,yes,costume,normatif,,
Le Journal (Paris. 1892),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k76351722/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k76351722/f1/5048,2369,1533,1473/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),05.12.1938,12,1938,News,,no,F,yes,costume,normatif,,
Le Petit Marseillais (1868),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4920272p/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4920272p/f1/558,3794,1575,1557/full/0/default.jpg",Marseille,France,POINT(5.3763888888889 43.296666666667),06.12.1938,12,1938,News,,no,F,yes,costume,normatif,,
Le Jour (1933),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k25915307/manifest.json,5,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k25915307/f6/502,633,780,1644/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),16.12.1938,12,1938,,,no,F,yes,costume,normatif,,
Le Jour (1933),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2591534w/manifest.json,3,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2591534w/f4/5147,3999,677,1349/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),20.12.1938,12,1938,,,no,F,yes,costume,normatif,,
Fliegende Blätter,https://digi.ub.uni-heidelberg.de/diglit/iiif/fb190/manifest.json,306,"https://digi.ub.uni-heidelberg.de/iiif/2/fb190%3A307.jpg/40,159,2309,2949/full/0/default.jpg",Munich,Germany,POINT(11.575 48.1375),01.01.1939,na,1939,Humour,,no,F,no,costume,normatif,,
Fliegende Blätter,https://digi.ub.uni-heidelberg.de/diglit/iiif/fb190/manifest.json,322,"https://digi.ub.uni-heidelberg.de/iiif/2/fb190%3A323.jpg/116,198,2325,2872/full/0/default.jpg",Munich,Germany,POINT(11.575 48.1375),01.01.1939,na,1939,Humour,,no,F,no,costume,normatif,,
Amica : Rivista mensile illustrata per la donna e la casa,https://iiif.unige.ch/dhportal/ug887386/manifest,35,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/Digiteca/Amica_1939-01-01.pdf;36/546,972,277,406/full/0/default.jpg",Milan,Italy,POINT(9.19 45.466944444444),01.01.1939,na,1939,,,no,NA,yes,accessoire,normatif,,
Excelsior (Paris. 1910),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4611664t/manifest.json,4,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4611664t/f5/2505,5473,2304,1538/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),05.01.1939,1,1939,News,,no,F,yes,chair,performance,,
Le Jour (1933),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2591592b/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2591592b/f1/5152,5075,794,1245/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),16.02.1939,2,1939,,,no,F,yes,costume,normatif,,
Le Journal (Paris. 1892),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k7634974b/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k7634974b/f1/4284,6744,2220,2116/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),16.02.1939,2,1939,News,,no,F,yes,costume,normatif,,
Cosmopolitan 1939-04: Vol 106 Iss 4,https://iiif.archive.org/iiif/sim_cosmopolitan_1939-04_106_4/manifest.json,29,"https://iiif.archive.org/image/iiif/3/sim_cosmopolitan_1939-04_106_4%2fsim_cosmopolitan_1939-04_106_4_jp2.zip%2fsim_cosmopolitan_1939-04_106_4_jp2%2fsim_cosmopolitan_1939-04_106_4_0029.jp2/373,321,2473,3246/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.04.1939,4,1939,Fashion,,no,F,no,chair,performance,,
Le Journal (Paris. 1892),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k7634689r/manifest.json,4,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k7634689r/f5/4927,5669,1543,2007/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),06.06.1939,6,1939,News,,no,F,yes,costume,normatif,,
La Bourgogne républicaine (Dijon),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k29350851/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k29350851/f1/447,5010,1308,1560/full/0/default.jpg",Dijon,France,POINT(5.0419444444444 47.323055555556),08.06.1939,6,1939,,,no,F,yes,costume,normatif,,
Amica : Rivista mensile illustrata per la donna e la casa,https://iiif.unige.ch/dhportal/ug825848/manifest,22,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/Digiteca/Amica_1939-7-01.pdf;23/88,562,1062,1014/full/0/default.jpg",Milan,Italy,POINT(9.19 45.466944444444),01.07.1939,7,1939,,,no,F,yes,costume,normatif,,
Marie-Claire (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k47011679/manifest.json,16,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k47011679/f17/1803,3216,2588,1382/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),08.09.1939,9,1939,,,no,F,yes,costume,normatif,,
Evening star. [volume],https://iiif.unige.ch/dhportal/ug10234023/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug9433149/full/full/0/default.jpg,"Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),10.11.1939,11,1939,News,,no,F,yes,costume,normatif,,
National Geographic Society,https://iiif.unige.ch/dhportal/ug657981/manifest,100,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/4761bbcc458f6c35cd37a8d2821a2ad4409a9ceb.pdf;101/163,264,1239,1627/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.10.1940,10,1940,Geography,,no,M,yes,accessoire,distance,,
Le Figaro (Paris. 1854),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4107608/manifest.json,1,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4107608/f2/1305,4585,2242,2125/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),13.11.1940,11,1940,News,,no,F,no,costume,normatif,,
Czas Baltimorski.,https://iiif.unige.ch/dhportal/ug19478214/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug19263298/full/full/0/default.jpg,Baltimore,United States of America,POINT(-76.615 39.286388888889),05.12.1940,12,1940,News,,no,F,yes,costume,normatif,,
